From,To,Strength
L.decorus,B.nigra,-0.018414076
L.decorus,E.wallacei,0.173006083
L.decorus,N.demissum,0.096333799
L.decorus,L.gracilis,0.058470023
L.decorus,A.tessellata,-0.018821605
L.decorus,A.grandiflora,-0.010061765
L.decorus,O.deltoides,-0.003789395
L.decorus,Boraginaceae.sp.,-0.009309794
L.decorus,P.secunda,-0.007592355
L.decorus,E.glyptosperma,-0.012047695
L.decorus,B.diandrus,-0.009309791
L.decorus,M.affinis,-0.012643238
L.decorus,L.sparsiflorus,-0.010762883
L.decorus,C.cheiranthifolia,-0.007592349
L.decorus,P.crenulata,0.218511196
L.decorus,S.columbariae,-0.006571249
L.decorus,Erinoginum.spp,-0.009309833
L.decorus,E.nitidum,-0.01577418
L.decorus,R.neomexicana,-0.00536221
L.decorus,C.lasiophyllus,-0.005362207
P.insularis,B.rubens,-0.218328432
P.insularis,E.cicutarium,-0.116209799
P.insularis,A.wrangelianus,-0.044608175
P.insularis,S.barbatus,-0.120136162
P.insularis,C.barbigera,0.146511642
P.insularis,C.claviformis,0.204169362
P.insularis,A.lentiginosus,0.151971003
P.insularis,L.arizonicus,0.005920216
P.insularis,C.rigida,0.090554096
P.insularis,H.vulgare,-0.021470544
P.insularis,P.tanacetifolia,-0.059722934
P.insularis,Pectocarya.spp,0.178061422
P.insularis,M.lanceolata,-0.010716096
P.insularis,D.capitatum,-0.028453842
P.insularis,C.brevipes,-0.025699608
P.insularis,L.decorus,0.005382094
P.insularis,P.insularis,1
P.insularis,M.glabrata,-0.019649042
P.insularis,C.fremontii,0.084113949
P.insularis,C.intermedia,0.220949487
P.insularis,M.bellioides,0.200831839
P.insularis,B.nigra,-0.052073488
P.insularis,E.wallacei,0.143276953
P.insularis,N.demissum,0.130628819
P.insularis,L.gracilis,-0.121950779
P.insularis,A.tessellata,-0.053225946
P.insularis,A.grandiflora,-0.028453842
P.insularis,O.deltoides,-0.010716096
P.insularis,Boraginaceae.sp.,-0.026327328
P.insularis,P.secunda,-0.021470552
P.insularis,E.glyptosperma,0.153149406
P.insularis,B.diandrus,-0.026327322
P.insularis,M.affinis,-0.035754034
P.insularis,L.sparsiflorus,-0.030436543
P.insularis,C.cheiranthifolia,-0.021470537
P.insularis,P.crenulata,-0.015163878
P.insularis,S.columbariae,-0.01858295
P.insularis,Erinoginum.spp,0.075599554
P.insularis,E.nitidum,0.106628729
P.insularis,R.neomexicana,-0.015163888
P.insularis,C.lasiophyllus,-0.015163878
M.glabrata,B.rubens,-0.161533572
M.glabrata,E.cicutarium,-0.152749983
M.glabrata,A.wrangelianus,-0.035362136
M.glabrata,S.barbatus,-0.082019545
M.glabrata,C.barbigera,0.030066183
M.glabrata,C.claviformis,-0.036989267
M.glabrata,A.lentiginosus,-0.032033378
M.glabrata,L.arizonicus,0.119326911
M.glabrata,C.rigida,0.009252013
M.glabrata,H.vulgare,-0.017020295
M.glabrata,P.tanacetifolia,-0.047344024
M.glabrata,Pectocarya.spp,-0.044401584
M.glabrata,M.lanceolata,-0.008494946
M.glabrata,D.capitatum,-0.022556149
M.glabrata,C.brevipes,-0.009005601
M.glabrata,L.decorus,-0.027008004
M.glabrata,P.insularis,-0.019649042
M.glabrata,M.glabrata,1
M.glabrata,C.fremontii,0.459430784
M.glabrata,C.intermedia,-0.061208225
M.glabrata,M.bellioides,-0.025606874
M.glabrata,B.nigra,-0.041280096
M.glabrata,E.wallacei,0.047369112
M.glabrata,N.demissum,-0.025606874
M.glabrata,L.gracilis,-0.082490821
M.glabrata,A.tessellata,-0.042193681
M.glabrata,A.grandiflora,-0.022556149
M.glabrata,O.deltoides,-0.008494946
M.glabrata,Boraginaceae.sp.,-0.020870402
M.glabrata,P.secunda,-0.017020301
M.glabrata,E.glyptosperma,0.20457436
M.glabrata,B.diandrus,-0.020870397
M.glabrata,M.affinis,-0.028343213
M.glabrata,L.sparsiflorus,0.084828506
M.glabrata,C.cheiranthifolia,-0.017020289
M.glabrata,P.crenulata,0.094540277
M.glabrata,S.columbariae,0.249093765
M.glabrata,Erinoginum.spp,0.038192171
M.glabrata,E.nitidum,0.07231527
M.glabrata,R.neomexicana,-0.012020834
M.glabrata,C.lasiophyllus,-0.012020826
C.fremontii,B.rubens,-0.241658181
C.fremontii,E.cicutarium,-0.18040891
C.fremontii,A.wrangelianus,-0.049374836
C.fremontii,S.barbatus,-0.096801444
C.fremontii,C.barbigera,-0.03715633
C.fremontii,C.claviformis,-0.016706843
C.fremontii,A.lentiginosus,-0.01686109
C.fremontii,L.arizonicus,0.000982863
C.fremontii,C.rigida,-0.043073954
C.fremontii,H.vulgare,-0.023764806
C.fremontii,P.tanacetifolia,-0.066104701
C.fremontii,Pectocarya.spp,0.18059708
C.fremontii,M.lanceolata,-0.011861178
C.fremontii,D.capitatum,-0.031494312
C.fremontii,C.brevipes,0.014838263
C.fremontii,L.decorus,0.077277709
C.fremontii,P.insularis,0.084113949
C.fremontii,M.glabrata,0.459430784
C.fremontii,C.fremontii,1
C.fremontii,C.intermedia,-0.006433621
C.fremontii,M.bellioides,-0.035753926
C.fremontii,B.nigra,-0.057637864
C.fremontii,E.wallacei,0.186100057
C.fremontii,N.demissum,0.073683355
C.fremontii,L.gracilis,-0.134981977
C.fremontii,A.tessellata,-0.058913469
C.fremontii,A.grandiflora,-0.031494312
C.fremontii,O.deltoides,-0.011861178
C.fremontii,Boraginaceae.sp.,-0.029140566
C.fremontii,P.secunda,-0.023764814
C.fremontii,E.glyptosperma,0.107112908
C.fremontii,B.diandrus,-0.029140559
C.fremontii,M.affinis,-0.039574574
C.fremontii,L.sparsiflorus,0.127850551
C.fremontii,C.cheiranthifolia,-0.023764797
C.fremontii,P.crenulata,0.149354522
C.fremontii,S.columbariae,0.176566873
C.fremontii,Erinoginum.spp,-0.029140691
C.fremontii,E.nitidum,0.281852123
C.fremontii,R.neomexicana,-0.016784244
C.fremontii,C.lasiophyllus,-0.016784232
C.intermedia,B.rubens,-0.05680913
C.intermedia,E.cicutarium,-0.059448549
C.intermedia,A.wrangelianus,-0.035749093
C.intermedia,S.barbatus,0.055760836
C.intermedia,C.barbigera,0.022077403
C.intermedia,C.claviformis,0.187533701
C.intermedia,A.lentiginosus,-0.032383909
C.intermedia,L.arizonicus,-0.025887279
C.intermedia,C.rigida,-0.031187036
C.intermedia,H.vulgare,-0.017206543
C.intermedia,P.tanacetifolia,-0.047862095
C.intermedia,Pectocarya.spp,0.000529621
C.intermedia,M.lanceolata,-0.008587904
C.intermedia,D.capitatum,-0.022802974
C.intermedia,C.brevipes,0.020032273
C.intermedia,L.decorus,0.019167738
C.intermedia,P.insularis,0.220949487
C.intermedia,M.glabrata,-0.061208225
C.intermedia,C.fremontii,-0.006433621
C.intermedia,C.intermedia,1
C.intermedia,M.bellioides,0.217802643
C.intermedia,B.nigra,-0.041731812
C.intermedia,E.wallacei,0.043096367
C.intermedia,N.demissum,0.072236586
C.intermedia,L.gracilis,-0.070960727
C.intermedia,A.tessellata,-0.042655394
C.intermedia,A.grandiflora,-0.022802974
C.intermedia,O.deltoides,-0.008587904
C.intermedia,Boraginaceae.sp.,-0.02109878
C.intermedia,P.secunda,-0.017206549
C.intermedia,E.glyptosperma,-0.027303685
C.intermedia,B.diandrus,-0.021098775
C.intermedia,M.affinis,0.107168238
C.intermedia,L.sparsiflorus,-0.024391915
C.intermedia,C.cheiranthifolia,0.060842415
C.intermedia,P.crenulata,-0.012152366
C.intermedia,S.columbariae,-0.014892419
C.intermedia,Erinoginum.spp,-0.021098871
C.intermedia,E.nitidum,0.035195758
C.intermedia,R.neomexicana,0.198034104
C.intermedia,C.lasiophyllus,-0.012152366
M.bellioides,B.rubens,-0.07319942
M.bellioides,E.cicutarium,-0.007044441
M.bellioides,A.wrangelianus,-0.014955874
M.bellioides,S.barbatus,-0.070124227
M.bellioides,C.barbigera,0.045577587
M.bellioides,C.claviformis,0.187598166
M.bellioides,A.lentiginosus,0.076021021
M.bellioides,L.arizonicus,-0.010830118
M.bellioides,C.rigida,0.175185184
M.bellioides,H.vulgare,-0.007198473
M.bellioides,P.tanacetifolia,-0.02002343
M.bellioides,Pectocarya.spp,0.017562694
M.bellioides,M.lanceolata,-0.003592808
M.bellioides,D.capitatum,-0.009539778
M.bellioides,C.brevipes,-0.017458907
M.bellioides,L.decorus,-0.011422622
M.bellioides,P.insularis,0.200831839
M.bellioides,M.glabrata,-0.025606874
M.bellioides,C.fremontii,-0.035753926
M.bellioides,C.intermedia,0.217802643
M.bellioides,M.bellioides,1
M.bellioides,B.nigra,-0.017458785
M.bellioides,E.wallacei,-0.018224171
M.bellioides,N.demissum,0.213656827
M.bellioides,L.gracilis,-0.040886687
M.bellioides,A.tessellata,-0.017845172
M.bellioides,A.grandiflora,-0.009539778
M.bellioides,O.deltoides,-0.003592808
M.bellioides,Boraginaceae.sp.,-0.008826817
M.bellioides,P.secunda,-0.007198476
M.bellioides,E.glyptosperma,0.094302389
M.bellioides,B.diandrus,-0.008826815
M.bellioides,M.affinis,-0.011987328
M.bellioides,L.sparsiflorus,-0.010204522
M.bellioides,C.cheiranthifolia,-0.007198471
M.bellioides,P.crenulata,-0.005084024
M.bellioides,S.columbariae,-0.006230344
M.bellioides,Erinoginum.spp,-0.008826855
M.bellioides,E.nitidum,-0.014955842
M.bellioides,R.neomexicana,-0.005084028
M.bellioides,C.lasiophyllus,-0.005084024
B.nigra,B.rubens,0.171433926
B.nigra,E.cicutarium,0.033149741
B.nigra,A.wrangelianus,-0.02410993
B.nigra,S.barbatus,0.062851701
B.nigra,C.barbigera,-0.034799769
B.nigra,C.claviformis,-0.039896621
B.nigra,A.lentiginosus,-0.02184038
B.nigra,L.arizonicus,-0.017458918
B.nigra,C.rigida,-0.021033184
B.nigra,H.vulgare,-0.01160445
B.nigra,P.tanacetifolia,-0.03227919
B.nigra,Pectocarya.spp,-0.043941912
B.nigra,M.lanceolata,-0.005791861
B.nigra,D.capitatum,-0.015378798
B.nigra,C.brevipes,-0.028144995
B.nigra,L.decorus,-0.018414076
B.nigra,P.insularis,-0.052073488
B.nigra,M.glabrata,-0.041280096
B.nigra,C.fremontii,-0.057637864
B.nigra,C.intermedia,-0.041731812
B.nigra,M.bellioides,-0.017458785
B.nigra,B.nigra,1
B.nigra,E.wallacei,-0.029378656
B.nigra,N.demissum,-0.017458785
B.nigra,L.gracilis,0.03357193
B.nigra,A.tessellata,0.190353547
B.nigra,A.grandiflora,-0.015378798
B.nigra,O.deltoides,-0.005791861
B.nigra,Boraginaceae.sp.,-0.014229455
B.nigra,P.secunda,-0.011604454
B.nigra,E.glyptosperma,-0.018414172
B.nigra,B.diandrus,-0.014229452
B.nigra,M.affinis,-0.019324423
B.nigra,L.sparsiflorus,-0.016450413
B.nigra,C.cheiranthifolia,-0.011604445
B.nigra,P.crenulata,-0.008195808
B.nigra,S.columbariae,-0.010043756
B.nigra,Erinoginum.spp,-0.014229516
B.nigra,E.nitidum,-0.024109878
B.nigra,R.neomexicana,-0.008195814
B.nigra,C.lasiophyllus,-0.008195808
E.wallacei,B.rubens,-0.123175844
E.wallacei,E.cicutarium,-0.097561944
E.wallacei,A.wrangelianus,-0.025166899
E.wallacei,S.barbatus,-0.107346817
E.wallacei,C.barbigera,-0.01440832
E.wallacei,C.claviformis,0.049832463
E.wallacei,A.lentiginosus,-0.022797854
E.wallacei,L.arizonicus,-0.01822431
E.wallacei,C.rigida,-0.02195527
E.wallacei,H.vulgare,-0.012113184
E.wallacei,P.tanacetifolia,-0.033694296
E.wallacei,Pectocarya.spp,0.067061811
E.wallacei,M.lanceolata,-0.006045773
E.wallacei,D.capitatum,-0.016052999
E.wallacei,C.brevipes,0.013124687
E.wallacei,L.decorus,0.173006083
E.wallacei,P.insularis,0.143276953
E.wallacei,M.glabrata,0.047369112
E.wallacei,C.fremontii,0.186100057
E.wallacei,C.intermedia,0.043096367
E.wallacei,M.bellioides,-0.018224171
E.wallacei,B.nigra,-0.029378656
E.wallacei,E.wallacei,1
E.wallacei,N.demissum,0.119635801
E.wallacei,L.gracilis,-0.068801805
E.wallacei,A.tessellata,-0.030028846
E.wallacei,A.grandiflora,-0.016052999
E.wallacei,O.deltoides,-0.006045773
E.wallacei,Boraginaceae.sp.,-0.014853269
E.wallacei,P.secunda,-0.012113188
E.wallacei,E.glyptosperma,0.174233304
E.wallacei,B.diandrus,-0.014853265
E.wallacei,M.affinis,-0.020171598
E.wallacei,L.sparsiflorus,-0.017171593
E.wallacei,C.cheiranthifolia,-0.01211318
E.wallacei,P.crenulata,0.132777933
E.wallacei,S.columbariae,-0.01048407
E.wallacei,Erinoginum.spp,-0.014853332
E.wallacei,E.nitidum,0.075304067
E.wallacei,R.neomexicana,-0.008555115
E.wallacei,C.lasiophyllus,-0.008555109
N.demissum,B.rubens,-0.07319942
N.demissum,E.cicutarium,-0.044665661
N.demissum,A.wrangelianus,-0.014955874
N.demissum,S.barbatus,-0.050766182
N.demissum,C.barbigera,0.043599494
N.demissum,C.claviformis,0.028103497
N.demissum,A.lentiginosus,-0.013548027
N.demissum,L.arizonicus,-0.010830118
N.demissum,C.rigida,0.081068939
N.demissum,H.vulgare,-0.007198473
N.demissum,P.tanacetifolia,-0.02002343
N.demissum,Pectocarya.spp,-0.027258051
N.demissum,M.lanceolata,-0.003592808
N.demissum,D.capitatum,-0.009539778
N.demissum,C.brevipes,-0.017458907
N.demissum,L.decorus,0.096333799
N.demissum,P.insularis,0.130628819
N.demissum,M.glabrata,-0.025606874
N.demissum,C.fremontii,0.073683355
N.demissum,C.intermedia,0.072236586
N.demissum,M.bellioides,0.213656827
N.demissum,B.nigra,-0.017458785
N.demissum,E.wallacei,0.119635801
N.demissum,N.demissum,1
N.demissum,L.gracilis,-0.040886687
N.demissum,A.tessellata,-0.017845172
N.demissum,A.grandiflora,-0.009539778
N.demissum,O.deltoides,-0.003592808
N.demissum,Boraginaceae.sp.,-0.008826817
N.demissum,P.secunda,-0.007198476
N.demissum,E.glyptosperma,-0.011422681
N.demissum,B.diandrus,-0.008826815
N.demissum,M.affinis,-0.011987328
N.demissum,L.sparsiflorus,-0.010204522
N.demissum,C.cheiranthifolia,-0.007198471
N.demissum,P.crenulata,-0.005084024
N.demissum,S.columbariae,-0.006230344
N.demissum,Erinoginum.spp,-0.008826855
N.demissum,E.nitidum,0.067445822
N.demissum,R.neomexicana,-0.005084028
N.demissum,C.lasiophyllus,-0.005084024
L.gracilis,B.rubens,0.036788336
L.gracilis,E.cicutarium,0.368233337
L.gracilis,A.wrangelianus,-0.029311878
L.gracilis,S.barbatus,0.200666647
L.gracilis,C.barbigera,0.039940606
L.gracilis,C.claviformis,-0.093433802
L.gracilis,A.lentiginosus,-0.051147935
L.gracilis,L.arizonicus,-0.040886999
L.gracilis,C.rigida,-0.049257563
L.gracilis,H.vulgare,-0.027176433
L.gracilis,P.tanacetifolia,-0.006587101
L.gracilis,Pectocarya.spp,-0.043711237
L.gracilis,M.lanceolata,0.095667821
L.gracilis,D.capitatum,0.243128201
L.gracilis,C.brevipes,0.155446348
L.gracilis,L.decorus,0.058470023
L.gracilis,P.insularis,-0.121950779
L.gracilis,M.glabrata,-0.082490821
L.gracilis,C.fremontii,-0.134981977
L.gracilis,C.intermedia,-0.070960727
L.gracilis,M.bellioides,-0.040886687
L.gracilis,B.nigra,0.03357193
L.gracilis,E.wallacei,-0.068801805
L.gracilis,N.demissum,-0.040886687
L.gracilis,L.gracilis,1
L.gracilis,A.tessellata,0.070678269
L.gracilis,A.grandiflora,0.005438761
L.gracilis,O.deltoides,0.086665203
L.gracilis,Boraginaceae.sp.,0.08569671
L.gracilis,P.secunda,0.020329078
L.gracilis,E.glyptosperma,-0.043124105
L.gracilis,B.diandrus,0.00619692
L.gracilis,M.affinis,0.065896431
L.gracilis,L.sparsiflorus,-0.038525184
L.gracilis,C.cheiranthifolia,0.0192247
L.gracilis,P.crenulata,-0.019193743
L.gracilis,S.columbariae,-0.023521448
L.gracilis,Erinoginum.spp,-0.03332407
L.gracilis,E.nitidum,-0.056462867
L.gracilis,R.neomexicana,-0.019193756
L.gracilis,C.lasiophyllus,-0.019193743
A.tessellata,B.rubens,0.196270331
A.tessellata,E.cicutarium,0.05807252
A.tessellata,A.wrangelianus,-0.024643515
A.tessellata,S.barbatus,0.006341406
A.tessellata,C.barbigera,-0.054657294
A.tessellata,C.claviformis,-0.040779588
A.tessellata,A.lentiginosus,-0.022323738
A.tessellata,L.arizonicus,-0.017845308
A.tessellata,C.rigida,-0.021498677
A.tessellata,H.vulgare,-0.011861272
A.tessellata,P.tanacetifolia,-0.032993572
A.tessellata,Pectocarya.spp,-0.044914406
A.tessellata,M.lanceolata,-0.005920042
A.tessellata,D.capitatum,-0.015719152
A.tessellata,C.brevipes,-0.028767883
A.tessellata,L.decorus,-0.018821605
A.tessellata,P.insularis,-0.053225946
A.tessellata,M.glabrata,-0.042193681
A.tessellata,C.fremontii,-0.058913469
A.tessellata,C.intermedia,-0.042655394
A.tessellata,M.bellioides,-0.017845172
A.tessellata,B.nigra,0.190353547
A.tessellata,E.wallacei,-0.030028846
A.tessellata,N.demissum,-0.017845172
A.tessellata,L.gracilis,0.070678269
A.tessellata,A.tessellata,1
A.tessellata,A.grandiflora,-0.015719152
A.tessellata,O.deltoides,-0.005920042
A.tessellata,Boraginaceae.sp.,-0.014544372
A.tessellata,P.secunda,-0.011861276
A.tessellata,E.glyptosperma,-0.018821702
A.tessellata,B.diandrus,0.238055583
A.tessellata,M.affinis,0.103482168
A.tessellata,L.sparsiflorus,-0.016814484
A.tessellata,C.cheiranthifolia,-0.011861268
A.tessellata,P.crenulata,-0.008377192
A.tessellata,S.columbariae,-0.010266038
A.tessellata,Erinoginum.spp,-0.014544435
A.tessellata,E.nitidum,-0.024643463
A.tessellata,R.neomexicana,-0.008377198
A.tessellata,C.lasiophyllus,-0.008377192
A.grandiflora,B.rubens,0.105789676
A.grandiflora,E.cicutarium,0.180417973
A.grandiflora,A.wrangelianus,0.081147885
A.grandiflora,S.barbatus,-0.074364567
A.grandiflora,C.barbigera,-0.016506836
A.grandiflora,C.claviformis,-0.021800194
A.grandiflora,A.lentiginosus,-0.011933956
A.grandiflora,L.arizonicus,-0.009539851
A.grandiflora,C.rigida,-0.01149289
A.grandiflora,H.vulgare,-0.006340869
A.grandiflora,P.tanacetifolia,-0.0176379
A.grandiflora,Pectocarya.spp,-0.02401061
A.grandiflora,M.lanceolata,-0.003164771
A.grandiflora,D.capitatum,-0.008403238
A.grandiflora,C.brevipes,-0.015378906
A.grandiflora,L.decorus,-0.010061765
A.grandiflora,P.insularis,-0.028453842
A.grandiflora,M.glabrata,-0.022556149
A.grandiflora,C.fremontii,-0.031494312
A.grandiflora,C.intermedia,-0.022802974
A.grandiflora,M.bellioides,-0.009539778
A.grandiflora,B.nigra,-0.015378798
A.grandiflora,E.wallacei,-0.016052999
A.grandiflora,N.demissum,-0.009539778
A.grandiflora,L.gracilis,0.005438761
A.grandiflora,A.tessellata,-0.015719152
A.grandiflora,A.grandiflora,1
A.grandiflora,O.deltoides,-0.003164771
A.grandiflora,Boraginaceae.sp.,-0.007775217
A.grandiflora,P.secunda,-0.006340871
A.grandiflora,E.glyptosperma,-0.010061817
A.grandiflora,B.diandrus,-0.007775215
A.grandiflora,M.affinis,-0.010559194
A.grandiflora,L.sparsiflorus,-0.008988786
A.grandiflora,C.cheiranthifolia,-0.006340867
A.grandiflora,P.crenulata,-0.004478329
A.grandiflora,S.columbariae,-0.00548808
A.grandiflora,Erinoginum.spp,-0.00777525
A.grandiflora,E.nitidum,-0.013174049
A.grandiflora,R.neomexicana,-0.004478332
A.grandiflora,C.lasiophyllus,-0.004478329
O.deltoides,B.rubens,0.024703655
O.deltoides,E.cicutarium,-0.021431796
O.deltoides,A.wrangelianus,-0.004961533
O.deltoides,S.barbatus,0.045302602
O.deltoides,C.barbigera,0.056491286
O.deltoides,C.claviformis,-0.008210244
O.deltoides,A.lentiginosus,-0.004494487
O.deltoides,L.arizonicus,-0.003592835
O.deltoides,C.rigida,-0.004328376
O.deltoides,H.vulgare,-0.002388056
O.deltoides,P.tanacetifolia,-0.006642668
O.deltoides,Pectocarya.spp,-0.009042716
O.deltoides,M.lanceolata,-0.001191895
O.deltoides,D.capitatum,-0.003164771
O.deltoides,C.brevipes,-0.005791901
O.deltoides,L.decorus,-0.003789395
O.deltoides,P.insularis,-0.010716096
O.deltoides,M.glabrata,-0.008494946
O.deltoides,C.fremontii,-0.011861178
O.deltoides,C.intermedia,-0.008587904
O.deltoides,M.bellioides,-0.003592808
O.deltoides,B.nigra,-0.005791861
O.deltoides,E.wallacei,-0.006045773
O.deltoides,N.demissum,-0.003592808
O.deltoides,L.gracilis,0.086665203
O.deltoides,A.tessellata,-0.005920042
O.deltoides,A.grandiflora,-0.003164771
O.deltoides,O.deltoides,1
O.deltoides,Boraginaceae.sp.,-0.00292825
O.deltoides,P.secunda,-0.002388057
O.deltoides,E.glyptosperma,-0.003789415
O.deltoides,B.diandrus,-0.00292825
O.deltoides,M.affinis,-0.003976733
O.deltoides,L.sparsiflorus,-0.003385297
O.deltoides,C.cheiranthifolia,-0.002388055
O.deltoides,P.crenulata,-0.001686598
O.deltoides,S.columbariae,-0.002066884
O.deltoides,Erinoginum.spp,-0.002928263
O.deltoides,E.nitidum,-0.004961522
O.deltoides,R.neomexicana,-0.0016866
O.deltoides,C.lasiophyllus,-0.001686598
Boraginaceae.sp.,B.rubens,0.043865298
Boraginaceae.sp.,E.cicutarium,0.017436874
Boraginaceae.sp.,A.wrangelianus,-0.012189505
Boraginaceae.sp.,S.barbatus,0.0944067
Boraginaceae.sp.,C.barbigera,0.005067954
Boraginaceae.sp.,C.claviformis,-0.020170944
Boraginaceae.sp.,A.lentiginosus,-0.011042065
Boraginaceae.sp.,L.arizonicus,-0.008826885
Boraginaceae.sp.,C.rigida,0.103068449
Boraginaceae.sp.,H.vulgare,-0.005866981
Boraginaceae.sp.,P.tanacetifolia,-0.016319721
Boraginaceae.sp.,Pectocarya.spp,-0.022216163
Boraginaceae.sp.,M.lanceolata,-0.00292825
Boraginaceae.sp.,D.capitatum,-0.007775217
Boraginaceae.sp.,C.brevipes,-0.014229554
Boraginaceae.sp.,L.decorus,-0.009309794
Boraginaceae.sp.,P.insularis,-0.026327328
Boraginaceae.sp.,M.glabrata,-0.020870402
Boraginaceae.sp.,C.fremontii,-0.029140566
Boraginaceae.sp.,C.intermedia,-0.02109878
Boraginaceae.sp.,M.bellioides,-0.008826817
Boraginaceae.sp.,B.nigra,-0.014229455
Boraginaceae.sp.,E.wallacei,-0.014853269
Boraginaceae.sp.,N.demissum,-0.008826817
Boraginaceae.sp.,L.gracilis,0.08569671
Boraginaceae.sp.,A.tessellata,-0.014544372
Boraginaceae.sp.,A.grandiflora,-0.007775217
Boraginaceae.sp.,O.deltoides,-0.00292825
Boraginaceae.sp.,Boraginaceae.sp.,1
Boraginaceae.sp.,P.secunda,-0.005866983
Boraginaceae.sp.,E.glyptosperma,-0.009309842
Boraginaceae.sp.,B.diandrus,-0.00719413
Boraginaceae.sp.,M.affinis,-0.009770047
Boraginaceae.sp.,L.sparsiflorus,-0.008317004
Boraginaceae.sp.,C.cheiranthifolia,-0.005866979
Boraginaceae.sp.,P.crenulata,-0.004143639
Boraginaceae.sp.,S.columbariae,-0.005077925
Boraginaceae.sp.,Erinoginum.spp,-0.007194162
Boraginaceae.sp.,E.nitidum,-0.012189479
Boraginaceae.sp.,R.neomexicana,-0.004143642
Boraginaceae.sp.,C.lasiophyllus,-0.004143639
P.secunda,B.rubens,0.048068046
P.secunda,E.cicutarium,0.035477833
P.secunda,A.wrangelianus,0.113149994
P.secunda,S.barbatus,-0.056113628
P.secunda,C.barbigera,-0.039539719
P.secunda,C.claviformis,-0.016449877
P.secunda,A.lentiginosus,-0.009005063
P.secunda,L.arizonicus,-0.007198531
P.secunda,C.rigida,-0.008672245
P.secunda,H.vulgare,-0.00478466
P.secunda,P.tanacetifolia,0.175017497
P.secunda,Pectocarya.spp,-0.018117801
P.secunda,M.lanceolata,-0.002388057
P.secunda,D.capitatum,-0.006340871
P.secunda,C.brevipes,-0.011604535
P.secunda,L.decorus,-0.007592355
P.secunda,P.insularis,-0.021470552
P.secunda,M.glabrata,-0.017020301
P.secunda,C.fremontii,-0.023764814
P.secunda,C.intermedia,-0.017206549
P.secunda,M.bellioides,-0.007198476
P.secunda,B.nigra,-0.011604454
P.secunda,E.wallacei,-0.012113188
P.secunda,N.demissum,-0.007198476
P.secunda,L.gracilis,0.020329078
P.secunda,A.tessellata,-0.011861276
P.secunda,A.grandiflora,-0.006340871
P.secunda,O.deltoides,-0.002388057
P.secunda,Boraginaceae.sp.,-0.005866983
P.secunda,P.secunda,1
P.secunda,E.glyptosperma,-0.007592394
P.secunda,B.diandrus,-0.005866981
P.secunda,M.affinis,-0.007967702
P.secunda,L.sparsiflorus,-0.006782712
P.secunda,C.cheiranthifolia,-0.004784658
P.secunda,P.crenulata,-0.003379234
P.secunda,S.columbariae,-0.004141167
P.secunda,Erinoginum.spp,-0.005867008
P.secunda,E.nitidum,-0.009940805
P.secunda,R.neomexicana,-0.003379237
P.secunda,C.lasiophyllus,-0.003379234
E.glyptosperma,B.rubens,-0.077205068
E.glyptosperma,E.cicutarium,-0.032818699
E.glyptosperma,A.wrangelianus,-0.015774295
E.glyptosperma,S.barbatus,-0.08904219
E.glyptosperma,C.barbigera,0.003031628
E.glyptosperma,C.claviformis,0.02112049
E.glyptosperma,A.lentiginosus,-0.014289408
E.glyptosperma,L.arizonicus,-0.011422768
E.glyptosperma,C.rigida,0.164387769
E.glyptosperma,H.vulgare,-0.007592391
E.glyptosperma,P.tanacetifolia,-0.02111916
E.glyptosperma,Pectocarya.spp,0.019076767
E.glyptosperma,M.lanceolata,-0.003789415
E.glyptosperma,D.capitatum,-0.010061817
E.glyptosperma,C.brevipes,-0.0184143
E.glyptosperma,L.decorus,-0.012047695
E.glyptosperma,P.insularis,0.153149406
E.glyptosperma,M.glabrata,0.20457436
E.glyptosperma,C.fremontii,0.107112908
E.glyptosperma,C.intermedia,-0.027303685
E.glyptosperma,M.bellioides,0.094302389
E.glyptosperma,B.nigra,-0.018414172
E.glyptosperma,E.wallacei,0.174233304
E.glyptosperma,N.demissum,-0.011422681
E.glyptosperma,L.gracilis,-0.043124105
E.glyptosperma,A.tessellata,-0.018821702
E.glyptosperma,A.grandiflora,-0.010061817
E.glyptosperma,O.deltoides,-0.003789415
E.glyptosperma,Boraginaceae.sp.,-0.009309842
E.glyptosperma,P.secunda,-0.007592394
E.glyptosperma,E.glyptosperma,1
E.glyptosperma,B.diandrus,-0.009309839
E.glyptosperma,M.affinis,-0.012643303
E.glyptosperma,L.sparsiflorus,-0.010762938
E.glyptosperma,C.cheiranthifolia,-0.007592388
E.glyptosperma,P.crenulata,0.219045994
E.glyptosperma,S.columbariae,0.176984473
E.glyptosperma,Erinoginum.spp,-0.009309882
E.glyptosperma,E.nitidum,-0.015774262
E.glyptosperma,R.neomexicana,-0.005362238
E.glyptosperma,C.lasiophyllus,-0.005362234
B.diandrus,B.rubens,0.095641143
B.diandrus,E.cicutarium,0.035629635
B.diandrus,A.wrangelianus,-0.012189502
B.diandrus,S.barbatus,0.001848494
B.diandrus,C.barbigera,-0.048483844
B.diandrus,C.claviformis,-0.020170939
B.diandrus,A.lentiginosus,-0.011042063
B.diandrus,L.arizonicus,-0.008826882
B.diandrus,C.rigida,-0.01063396
B.diandrus,H.vulgare,-0.005866979
B.diandrus,P.tanacetifolia,-0.016319717
B.diandrus,Pectocarya.spp,-0.022216158
B.diandrus,M.lanceolata,-0.00292825
B.diandrus,D.capitatum,-0.007775215
